JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed,Study_Efficiency,School_Quality_Index,Engagement_Level,Distance_Barrier
118,0,73,2,11.6,Private,Urban,Yes,Yes,Medium,Medium,2554,16,Male,Low,Primary,1,1180.0,1.6,4.65,0.07936507936507936
144,14,84,2,6.6,Public,Urban,Yes,Yes,Low,Medium,2555,18,Male,Low,Primary,1,10.285714285714286,1.6,5.2,0.13157894736842105
112,1,73,2,11.7,Public,Urban,Yes,No,Low,Medium,2556,18,Male,Medium,Secondary,1,112.0,1.2,4.65,0.07874015748031496
271,39,87,4,18.8,Public,Urban,Yes,Yes,Low,Medium,2557,22,Male,High,Tertiary,2,6.948717948717949,2.8,5.35,0.050505050505050504
152,17,82,3,7.7,Public,Urban,No,Yes,High,Medium,2558,16,Female,Low,,1,8.941176470588236,2.1999999999999997,5.1,0.1149425287356322
142,15,75,4,14.5,Public,Urban,No,Yes,Medium,Medium,2559,22,Male,Medium,Primary,1,9.466666666666667,2.8,3.75,0.06451612903225806
207,30,77,3,11.6,Public,Urban,No,Yes,Low,Medium,2560,19,Male,Medium,Secondary,2,6.9,2.1999999999999997,3.85,0.07936507936507936
125,19,84,1,3.1,Private,Rural,Yes,Yes,Low,Low,2561,21,Male,Low,Primary,1,6.578947368421052,1.0,5.2,0.24390243902439027
176,10,76,2,10.6,Public,Rural,No,No,Low,Medium,2562,18,Female,Medium,Tertiary,2,17.6,1.2,3.8,0.08620689655172414
119,14,73,2,10.6,Public,Rural,No,No,Low,Medium,2563,16,Female,Low,Primary,1,8.5,1.2,3.65,0.08620689655172414
138,14,73,3,7.8,Public,Rural,No,Yes,Low,High,2564,15,Male,Medium,Secondary,2,9.857142857142858,2.1999999999999997,3.65,0.11363636363636363
178,4,84,3,7.4,Private,Urban,No,No,Medium,Medium,2565,17,Female,Medium,Secondary,1,44.5,1.7999999999999998,4.2,0.11904761904761904
177,14,93,4,14.7,Public,Rural,Yes,No,High,Medium,2566,16,Female,High,Secondary,1,12.642857142857142,2.4,6.65,0.06369426751592357
241,23,100,2,9.6,Public,Rural,No,Yes,High,Medium,2567,16,Male,Medium,Secondary,1,10.478260869565217,1.6,6.0,0.09433962264150944
137,15,75,3,10.2,Public,Urban,No,No,Low,High,2568,21,Male,Medium,Primary,1,9.133333333333333,1.7999999999999998,3.75,0.08928571428571429
118,1,100,4,9.2,Public,Rural,No,Yes,High,Low,2569,17,Female,Medium,,1,118.0,2.8,6.0,0.09803921568627452
145,28,73,2,8.8,Private,Rural,No,Yes,Low,High,2570,16,Male,Low,,1,5.178571428571429,1.6,3.65,0.1020408163265306
141,16,92,2,0.0,Public,Rural,No,No,Low,Medium,2571,19,Male,Low,,3,8.8125,1.2,4.6,1.0
234,25,81,2,15.4,Public,Urban,Yes,No,Low,Low,2572,15,Female,High,Tertiary,3,9.36,1.2,5.05,0.06097560975609757
158,22,75,2,5.1,Public,Rural,No,No,High,High,2573,19,Female,Medium,Tertiary,1,7.181818181818182,1.2,4.75,0.1639344262295082
246,18,82,2,3.2,Private,Urban,No,Yes,High,Medium,2574,21,Female,High,Primary,1,13.666666666666666,1.6,5.1,0.23809523809523808
110,18,80,3,8.2,Public,Rural,Yes,Yes,High,Low,2575,18,Female,Medium,Secondary,1,6.111111111111111,2.1999999999999997,6.0,0.10869565217391305
167,16,89,3,13.4,Public,Urban,Yes,No,Low,Low,2576,20,Male,Medium,Secondary,1,10.4375,1.7999999999999998,5.45,0.06944444444444445
225,16,94,2,0.9,Public,Urban,Yes,Yes,High,High,2577,15,Female,Medium,Tertiary,1,14.0625,1.6,6.7,0.5263157894736842
111,20,71,3,20.0,Private,Urban,No,Yes,Medium,Medium,2578,18,Male,Medium,Tertiary,1,5.55,2.1999999999999997,3.55,0.047619047619047616
136,30,73,2,13.9,Public,Rural,Yes,No,Low,High,2579,17,Male,Low,Secondary,2,4.533333333333333,1.2,4.65,0.06711409395973154
273,34,82,4,2.9,Public,Urban,No,Yes,Medium,Medium,2580,16,Female,Medium,Tertiary,3,8.029411764705882,2.8,4.1,0.25641025641025644
112,23,79,1,12.5,Private,Urban,Yes,Yes,Medium,Low,2581,22,Female,Low,,3,4.869565217391305,1.0,4.95,0.07407407407407407
153,13,81,3,2.1,Public,Rural,Yes,Yes,Medium,Medium,2582,16,Male,Low,,1,11.76923076923077,2.1999999999999997,5.05,0.3225806451612903
103,0,71,3,18.5,Public,Rural,Yes,Yes,Medium,Medium,2583,21,Female,Low,Primary,1,1030.0,2.1999999999999997,4.55,0.05128205128205128
148,31,85,2,16.0,Private,Urban,No,Yes,Medium,Medium,2584,21,Male,Medium,,2,4.774193548387097,1.6,4.25,0.058823529411764705
110,33,100,1,13.4,Public,Rural,No,No,Medium,Medium,2585,15,Male,High,Secondary,2,3.3333333333333335,0.6,5.0,0.06944444444444445
186,35,80,3,7.7,Public,Urban,Yes,Yes,Medium,Medium,2586,20,Female,Low,,4,5.314285714285714,2.1999999999999997,5.0,0.1149425287356322
127,13,77,3,11.6,Public,Rural,Yes,No,Medium,Low,2587,20,Male,Medium,Secondary,1,9.76923076923077,1.7999999999999998,4.85,0.07936507936507936
156,8,88,3,12.7,Public,Urban,No,No,Low,Medium,2588,22,Female,Medium,Primary,1,19.5,1.7999999999999998,4.4,0.07299270072992702
153,8,78,2,3.0,Private,Urban,No,Yes,Medium,Low,2589,16,Male,Low,Secondary,1,19.125,1.6,3.9,0.25
196,6,92,1,2.0,Private,Rural,Yes,Yes,Low,High,2590,16,Female,Medium,Secondary,1,32.666666666666664,1.0,5.6,0.3333333333333333
177,19,78,2,12.1,Public,Urban,Yes,Yes,Medium,High,2591,18,Female,Low,,2,9.31578947368421,1.6,4.9,0.07633587786259542
227,39,100,2,18.2,Private,Urban,Yes,No,Low,High,2592,19,Male,Low,Tertiary,4,5.82051282051282,1.2,6.0,0.052083333333333336
179,19,88,3,20.0,Public,Urban,No,No,Medium,Low,2593,16,Male,Low,Secondary,1,9.421052631578947,1.7999999999999998,4.4,0.047619047619047616
228,27,82,3,8.2,Public,Rural,No,No,Low,Low,2594,18,Male,Medium,Secondary,1,8.444444444444445,1.7999999999999998,4.1,0.10869565217391305
188,33,80,2,6.5,Private,Urban,No,Yes,High,Medium,2595,21,Female,Low,,3,5.696969696969697,1.6,5.0,0.13333333333333333
146,14,78,3,10.0,Private,Urban,Yes,Yes,Medium,Medium,2596,19,Male,Medium,Primary,1,10.428571428571429,2.1999999999999997,4.9,0.09090909090909091
137,35,95,2,10.7,Public,Rural,No,Yes,High,High,2597,22,Female,Low,Tertiary,4,3.914285714285714,1.6,5.75,0.08547008547008547
188,39,73,3,13.9,Public,Rural,Yes,No,Low,High,2598,16,Male,High,Secondary,2,4.82051282051282,1.7999999999999998,4.65,0.06711409395973154
121,14,75,1,7.2,Public,Rural,No,Yes,Medium,Low,2599,15,Male,Low,,2,8.642857142857142,1.0,3.75,0.12195121951219513
248,20,84,1,0.6,Public,Urban,No,Yes,High,High,2600,15,Male,Medium,Tertiary,1,12.4,1.0,5.2,0.625
209,29,86,1,20.0,Public,Rural,Yes,Yes,Low,Low,2601,15,Male,High,Tertiary,3,7.206896551724138,1.0,5.3,0.047619047619047616
247,22,86,2,9.6,Public,Urban,Yes,Yes,Low,High,2602,17,Female,Low,Secondary,1,11.227272727272727,1.6,5.3,0.09433962264150944
190,10,71,3,14.8,Public,Rural,No,Yes,Medium,Medium,2603,22,Male,High,Secondary,1,19.0,2.1999999999999997,3.55,0.06329113924050632
100,25,76,1,18.4,Private,Rural,No,Yes,Low,Medium,2604,15,Male,Low,Tertiary,2,4.0,1.0,3.8,0.051546391752577324
233,35,87,4,15.1,Public,Urban,Yes,No,Low,Medium,2605,16,Male,Medium,Secondary,4,6.6571428571428575,2.4,5.35,0.06211180124223602
253,28,83,3,7.2,Public,Urban,Yes,Yes,High,High,2606,16,Male,Low,Primary,3,9.035714285714286,2.1999999999999997,6.15,0.12195121951219513
225,12,94,4,7.4,Private,Urban,Yes,Yes,High,Medium,2607,20,Female,Medium,,1,18.75,2.8,6.7,0.11904761904761904
206,11,95,2,2.2,Public,Urban,No,Yes,Medium,High,2608,15,Female,High,Tertiary,1,18.727272727272727,1.6,4.75,0.3125
172,20,83,3,10.0,Private,Urban,Yes,Yes,Low,Low,2609,20,Female,Medium,Secondary,1,8.6,2.1999999999999997,5.15,0.09090909090909091
207,18,89,3,18.6,Public,Urban,Yes,Yes,Low,High,2610,15,Male,Low,Tertiary,2,11.5,2.1999999999999997,5.45,0.0510204081632653
182,17,64,3,11.1,Public,Urban,Yes,Yes,Low,High,2611,18,Female,High,Primary,1,10.705882352941176,2.1999999999999997,4.2,0.08264462809917356
142,26,78,2,17.4,Public,Urban,Yes,No,Medium,Medium,2612,19,Female,Medium,Secondary,2,5.461538461538462,1.2,4.9,0.05434782608695653
177,26,94,3,16.1,Public,Urban,Yes,Yes,Medium,High,2613,15,Male,High,Secondary,1,6.8076923076923075,2.1999999999999997,5.7,0.05847953216374269
227,36,84,4,6.4,Public,Urban,No,Yes,Low,Low,2614,18,Female,Low,Secondary,4,6.305555555555555,2.8,4.2,0.13513513513513511
115,6,74,2,9.6,Public,Urban,Yes,Yes,High,Medium,2615,16,Male,Low,,1,19.166666666666668,1.6,5.7,0.09433962264150944
158,15,100,3,7.2,Public,Rural,Yes,Yes,Medium,Low,2616,15,Male,Medium,Tertiary,1,10.533333333333333,2.1999999999999997,6.0,0.12195121951219513
136,23,99,1,12.2,Public,Rural,No,Yes,Low,Medium,2617,18,Male,High,Tertiary,4,5.913043478260869,1.0,4.95,0.07575757575757576
247,30,93,4,5.2,Public,Rural,Yes,Yes,High,Medium,2618,21,Female,High,Secondary,3,8.233333333333333,2.8,6.65,0.16129032258064516
147,31,93,4,12.4,Private,Urban,No,Yes,Low,Medium,2619,18,Male,Low,Primary,2,4.741935483870968,2.8,4.65,0.07462686567164178
103,17,59,1,5.0,Private,Rural,No,Yes,Medium,Medium,2620,21,Female,Low,Primary,2,6.0588235294117645,1.0,2.95,0.16666666666666666
221,40,80,3,7.7,Private,Rural,No,Yes,Medium,Medium,2621,22,Male,Medium,Secondary,3,5.525,2.1999999999999997,4.0,0.1149425287356322
111,19,76,3,11.7,Public,Urban,No,Yes,High,High,2622,19,Female,High,Tertiary,3,5.842105263157895,2.1999999999999997,4.8,0.07874015748031496
117,24,78,2,9.5,Public,Urban,Yes,No,Low,Low,2623,16,Female,Medium,Secondary,1,4.875,1.2,4.9,0.09523809523809523
170,16,79,3,10.1,Public,Rural,No,Yes,Low,Medium,2624,19,Female,Low,,1,10.625,2.1999999999999997,3.95,0.0900900900900901
157,18,59,2,2.0,Private,Urban,No,Yes,Low,High,2625,19,Male,Low,,1,8.722222222222221,1.6,2.95,0.3333333333333333
189,29,89,2,8.6,Public,Rural,Yes,No,Low,High,2626,21,Male,Medium,Tertiary,2,6.517241379310345,1.2,5.45,0.10416666666666667
205,37,91,3,9.7,Public,Urban,No,Yes,High,Medium,2627,20,Female,Medium,Secondary,5,5.54054054054054,2.1999999999999997,5.55,0.09345794392523366
123,22,96,2,11.8,Public,Urban,Yes,Yes,Medium,Medium,2628,20,Female,Medium,Secondary,2,5.590909090909091,1.6,5.8,0.078125
117,14,73,1,6.3,Public,Rural,No,No,High,Medium,2629,19,Male,Low,Primary,1,8.357142857142858,0.6,4.65,0.136986301369863
129,28,73,2,6.9,Public,Rural,Yes,No,Low,Medium,2630,22,Male,Medium,Secondary,3,4.607142857142857,1.2,4.65,0.12658227848101264
132,0,56,4,11.8,Private,Rural,No,Yes,Medium,Medium,2631,22,Male,Medium,Tertiary,1,1320.0,2.8,2.8,0.078125
211,10,84,2,15.5,Private,Rural,Yes,Yes,Low,Medium,2632,16,Female,High,Secondary,1,21.1,1.6,5.2,0.06060606060606061
126,22,90,1,15.1,Public,Rural,Yes,No,High,Medium,2633,15,Female,Medium,,1,5.7272727272727275,0.6,6.5,0.06211180124223602
120,15,75,2,11.5,Public,Urban,Yes,Yes,Low,Medium,2634,19,Female,Low,,1,8.0,1.6,4.75,0.08
278,34,100,2,2.0,Public,Urban,No,Yes,High,High,2635,17,Female,High,Tertiary,3,8.176470588235293,1.6,6.0,0.3333333333333333
214,23,84,1,10.8,Public,Urban,Yes,Yes,Low,Medium,2636,16,Male,Low,Primary,1,9.304347826086957,1.0,5.2,0.0847457627118644
143,22,84,2,13.4,Private,Urban,Yes,Yes,Low,Low,2637,18,Female,Medium,Tertiary,1,6.5,1.6,5.2,0.06944444444444445
202,15,73,2,18.7,Public,Urban,Yes,Yes,Medium,High,2638,18,Female,Medium,Secondary,3,13.466666666666667,1.6,4.65,0.050761421319796954
217,28,90,2,1.8,Private,Rural,Yes,Yes,High,High,2639,16,Male,Medium,Primary,2,7.75,1.6,6.5,0.35714285714285715
136,25,63,2,7.5,Public,Rural,No,Yes,Medium,Low,2640,21,Female,Low,,1,5.44,1.6,3.15,0.11764705882352941
158,29,90,1,6.1,Public,Urban,Yes,Yes,Low,High,2641,18,Female,Medium,Primary,1,5.448275862068965,1.0,5.5,0.14084507042253522
210,40,93,1,4.7,Public,Urban,No,No,Medium,Medium,2642,16,Female,High,Secondary,2,5.25,0.6,4.65,0.17543859649122806
181,22,98,3,10.8,Private,Rural,Yes,No,Low,Low,2643,15,Male,Low,,4,8.227272727272727,1.7999999999999998,5.9,0.0847457627118644
233,27,78,1,8.9,Public,Urban,Yes,Yes,High,Medium,2644,20,Female,High,Tertiary,1,8.62962962962963,1.0,5.9,0.10101010101010101
121,1,82,1,2.9,Private,Rural,Yes,Yes,Low,Low,2645,20,Female,Medium,Tertiary,1,121.0,1.0,5.1,0.25641025641025644
205,17,92,1,8.7,Private,Urban,Yes,Yes,High,High,2646,16,Female,Medium,,1,12.058823529411764,1.0,6.6,0.10309278350515465
156,16,87,2,7.2,Private,Urban,Yes,Yes,Medium,Low,2647,15,Male,High,Secondary,3,9.75,1.6,5.35,0.12195121951219513
265,37,82,3,4.6,Private,Urban,Yes,No,Medium,Low,2648,16,Female,Medium,Secondary,3,7.162162162162162,1.7999999999999998,5.1,0.17857142857142858
138,11,59,2,7.1,Public,Rural,Yes,Yes,High,Low,2649,19,Female,High,Primary,1,12.545454545454545,1.6,4.95,0.1234567901234568
191,28,89,5,10.5,Public,Rural,No,Yes,Medium,Low,2650,22,Male,Low,,4,6.821428571428571,3.4,4.45,0.08695652173913043
298,30,91,4,8.8,Public,Urban,Yes,Yes,Medium,High,2651,17,Male,High,Tertiary,3,9.933333333333334,2.8,5.55,0.1020408163265306
144,15,77,1,6.3,Public,Urban,No,Yes,Low,Medium,2652,15,Female,Medium,Tertiary,1,9.6,1.0,3.85,0.136986301369863
168,21,91,1,6.1,Private,Rural,No,Yes,Low,Low,2653,17,Female,High,Tertiary,2,8.0,1.0,4.55,0.14084507042253522
141,13,82,5,4.4,Public,Rural,Yes,Yes,Medium,Medium,2654,21,Male,Low,,1,10.846153846153847,3.4,5.1,0.18518518518518517
209,19,74,4,6.8,Public,Urban,Yes,No,Low,Medium,2655,18,Female,Low,Secondary,2,11.0,2.4,4.7,0.12820512820512822
114,0,62,3,7.6,Private,Rural,Yes,No,Medium,Medium,2656,15,Male,Low,Secondary,1,1140.0,1.7999999999999998,4.1,0.11627906976744186
102,11,69,2,13.0,Public,Urban,Yes,No,Low,Low,2657,18,Female,Medium,Tertiary,1,9.272727272727273,1.2,4.45,0.07142857142857142
227,20,100,3,12.4,Public,Rural,Yes,Yes,High,High,2658,19,Female,Low,Secondary,2,11.35,2.1999999999999997,7.0,0.07462686567164178
234,20,95,1,5.3,Public,Urban,No,Yes,High,Medium,2659,21,Male,Medium,Tertiary,2,11.7,1.0,5.75,0.15873015873015872
246,29,91,3,12.1,Private,Urban,No,No,High,Medium,2660,21,Female,High,Secondary,2,8.482758620689655,1.7999999999999998,5.55,0.07633587786259542
192,27,84,3,9.9,Public,Urban,Yes,Yes,Low,Medium,2661,20,Male,Low,Primary,2,7.111111111111111,2.1999999999999997,5.2,0.09174311926605504
107,16,78,1,3.7,Private,Rural,Yes,Yes,Medium,Low,2662,19,Male,Low,,3,6.6875,1.0,4.9,0.2127659574468085
219,32,98,2,3.3,Public,Urban,Yes,Yes,High,Medium,2663,21,Female,High,Secondary,3,6.84375,1.6,6.9,0.23255813953488372
150,23,78,4,8.7,Private,Rural,No,No,Low,Medium,2664,15,Male,Medium,Secondary,2,6.521739130434782,2.4,3.9,0.10309278350515465
244,23,94,3,10.7,Public,Urban,Yes,Yes,High,Medium,2665,22,Female,Low,Primary,1,10.608695652173912,2.1999999999999997,6.7,0.08547008547008547
115,10,77,4,11.3,Public,Urban,Yes,No,Low,Low,2666,22,Male,Medium,Secondary,1,11.5,2.4,4.85,0.08130081300813008
108,17,99,1,6.3,Public,Urban,No,No,Low,Medium,2667,15,Female,Medium,Secondary,1,6.352941176470588,0.6,4.95,0.136986301369863
176,25,91,2,10.2,Public,Rural,No,Yes,Medium,Low,2668,17,Female,Low,Primary,3,7.04,1.6,4.55,0.08928571428571429
206,35,98,1,12.5,Public,Urban,Yes,No,Low,Medium,2669,18,Female,Low,Primary,5,5.885714285714286,0.6,5.9,0.07407407407407407
237,36,83,2,3.1,Public,Rural,No,Yes,High,Low,2670,17,Female,High,Tertiary,4,6.583333333333333,1.6,5.15,0.24390243902439027
121,10,91,1,9.6,Public,Urban,No,Yes,Low,Medium,2671,15,Female,Medium,Primary,2,12.1,1.0,4.55,0.09433962264150944
143,16,79,3,13.3,Private,Rural,Yes,Yes,Medium,Low,2672,20,Male,Low,Primary,1,8.9375,2.1999999999999997,4.95,0.06993006993006992
292,35,93,3,6.3,Public,Urban,No,Yes,High,High,2673,17,Female,Low,Secondary,4,8.342857142857143,2.1999999999999997,5.65,0.136986301369863
171,29,100,2,5.1,Private,Rural,No,Yes,High,High,2674,22,Female,Low,Secondary,2,5.896551724137931,1.6,6.0,0.1639344262295082
188,29,75,1,15.0,Private,Rural,No,Yes,Low,High,2675,15,Female,High,Tertiary,4,6.482758620689655,1.0,3.75,0.0625
188,20,87,4,10.9,Public,Rural,No,Yes,Medium,High,2676,16,Male,Medium,Secondary,2,9.4,2.8,4.35,0.08403361344537814
225,12,92,3,10.7,Public,Rural,Yes,No,Low,High,2677,18,Female,Low,Secondary,1,18.75,1.7999999999999998,5.6,0.08547008547008547
177,11,89,1,7.6,Public,Urban,Yes,No,Medium,High,2678,19,Male,Low,,1,16.09090909090909,0.6,5.45,0.11627906976744186
222,26,83,3,6.2,Private,Urban,No,No,High,Low,2679,19,Male,High,Tertiary,3,8.538461538461538,1.7999999999999998,5.15,0.1388888888888889
168,22,100,3,12.9,Private,Rural,No,Yes,Low,Medium,2680,17,Female,Medium,Primary,1,7.636363636363637,2.1999999999999997,5.0,0.07194244604316546
117,5,68,2,18.2,Public,Rural,No,Yes,Low,Low,2681,20,Male,Low,,1,23.4,1.6,3.4,0.052083333333333336
142,17,96,2,5.1,Public,Urban,No,Yes,Medium,Medium,2682,19,Male,High,Tertiary,2,8.352941176470589,1.6,4.8,0.1639344262295082
117,21,92,1,16.3,Public,Rural,Yes,No,Low,Medium,2683,16,Female,Low,Secondary,1,5.571428571428571,0.6,5.6,0.057803468208092484
162,8,100,3,8.7,Private,Urban,No,No,Low,High,2684,16,Male,Low,,2,20.25,1.7999999999999998,5.0,0.10309278350515465
150,28,68,1,10.9,Public,Urban,Yes,Yes,Low,High,2685,17,Female,Low,,3,5.357142857142857,1.0,4.4,0.08403361344537814
131,13,73,2,9.6,Private,Urban,Yes,No,Medium,Low,2686,19,Male,Low,,1,10.076923076923077,1.2,4.65,0.09433962264150944
195,33,100,3,1.3,Public,Urban,No,Yes,Low,Medium,2687,19,Male,Medium,Tertiary,4,5.909090909090909,2.1999999999999997,5.0,0.4347826086956522
282,24,73,4,0.0,Public,Urban,No,No,Medium,Medium,2688,21,Male,Medium,Tertiary,1,11.75,2.4,3.65,1.0
283,19,76,5,17.2,Private,Rural,Yes,Yes,Medium,Medium,2689,21,Male,Medium,Tertiary,2,14.894736842105264,3.4,4.8,0.054945054945054944
275,24,86,4,3.9,Private,Rural,Yes,Yes,High,Medium,2690,15,Female,Low,Tertiary,2,11.458333333333334,2.8,6.3,0.2040816326530612
179,19,86,2,10.7,Public,Rural,Yes,Yes,High,High,2691,17,Female,High,Tertiary,1,9.421052631578947,1.6,6.3,0.08547008547008547
193,18,100,1,4.4,Public,Urban,Yes,Yes,Medium,High,2692,15,Male,Low,Secondary,1,10.722222222222221,1.0,6.0,0.18518518518518517
168,17,82,4,5.2,Public,Urban,Yes,No,Low,Low,2693,22,Male,Medium,Tertiary,1,9.882352941176471,2.4,5.1,0.16129032258064516
217,26,81,4,2.3,Private,Urban,Yes,Yes,Low,Medium,2694,16,Male,Medium,Primary,1,8.346153846153847,2.8,5.05,0.30303030303030304
165,17,87,2,8.6,Public,Rural,No,No,Medium,Medium,2695,20,Male,High,,1,9.705882352941176,1.2,4.35,0.10416666666666667
144,16,87,3,14.9,Public,Rural,Yes,Yes,High,Medium,2696,17,Male,High,Tertiary,1,9.0,2.1999999999999997,6.35,0.06289308176100629
162,3,88,2,5.4,Public,Rural,No,No,Medium,Medium,2697,22,Female,High,Primary,1,54.0,1.2,4.4,0.15625
176,23,83,4,9.4,Public,Urban,Yes,No,Low,High,2698,20,Female,Medium,Primary,1,7.6521739130434785,2.4,5.15,0.09615384615384615
210,22,68,2,10.8,Public,Urban,No,Yes,High,Medium,2699,15,Female,Medium,Tertiary,2,9.545454545454545,1.6,4.4,0.0847457627118644
152,32,74,4,12.7,Public,Urban,No,No,Medium,Medium,2700,20,Male,Low,Secondary,3,4.75,2.4,3.7,0.07299270072992702
113,6,94,3,5.5,Private,Urban,No,No,Low,High,2701,16,Female,Medium,Secondary,1,18.833333333333332,1.7999999999999998,4.7,0.15384615384615385
143,1,84,4,2.1,Public,Urban,No,No,Medium,Medium,2702,20,Male,Medium,Primary,1,143.0,2.4,4.2,0.3225806451612903
164,24,81,2,16.2,Public,Urban,Yes,Yes,Low,Medium,2703,19,Female,Low,,2,6.833333333333333,1.6,5.05,0.05813953488372093
185,24,96,3,6.7,Public,Rural,Yes,Yes,Medium,Low,2704,17,Male,Low,Primary,2,7.708333333333333,2.1999999999999997,5.8,0.12987012987012986
218,14,76,2,11.4,Public,Rural,No,Yes,Low,Low,2705,15,Male,Medium,Tertiary,1,15.571428571428571,1.6,3.8,0.08064516129032258
154,4,81,3,17.7,Public,Urban,Yes,Yes,Low,Low,2706,21,Male,High,Tertiary,1,38.5,2.1999999999999997,5.05,0.053475935828877004
232,38,89,4,8.6,Public,Urban,Yes,No,High,Medium,2707,20,Male,Low,Primary,3,6.105263157894737,2.4,6.45,0.10416666666666667
151,30,79,5,14.5,Public,Rural,Yes,Yes,High,Medium,2708,20,Male,Low,,3,5.033333333333333,3.4,5.95,0.06451612903225806
148,0,84,3,18.3,Private,Rural,No,Yes,Low,High,2709,18,Male,High,Secondary,1,1480.0,2.1999999999999997,4.2,0.05181347150259067
198,17,84,3,13.7,Private,Urban,Yes,Yes,Low,Low,2710,20,Female,High,Secondary,1,11.647058823529411,2.1999999999999997,5.2,0.06802721088435375
234,40,75,2,14.6,Public,Rural,Yes,Yes,Medium,Low,2711,19,Female,Medium,Secondary,4,5.85,1.6,4.75,0.06410256410256411
137,12,84,3,13.7,Private,Urban,Yes,Yes,Medium,Low,2712,20,Male,Medium,,1,11.416666666666666,2.1999999999999997,5.2,0.06802721088435375
186,16,72,2,16.6,Private,Urban,No,Yes,Low,Medium,2713,22,Male,Medium,Secondary,2,11.625,1.6,3.6,0.056818181818181816
121,13,83,2,12.6,Private,Urban,No,No,Medium,High,2714,15,Female,Low,Tertiary,1,9.307692307692308,1.2,4.15,0.07352941176470588
247,15,100,3,12.8,Public,Urban,No,No,High,High,2715,22,Female,Medium,Tertiary,1,16.466666666666665,1.7999999999999998,6.0,0.07246376811594203
144,2,80,2,8.4,Public,Urban,No,No,Medium,Medium,2716,22,Male,Medium,Secondary,1,72.0,1.2,4.0,0.10638297872340426
243,35,78,3,6.2,Public,Urban,Yes,Yes,Low,Low,2717,15,Female,Medium,Tertiary,4,6.942857142857143,2.1999999999999997,4.9,0.1388888888888889
185,4,84,2,8.5,Public,Rural,Yes,No,Low,Low,2718,17,Male,Low,Primary,1,46.25,1.2,5.2,0.10526315789473684
184,23,77,2,11.1,Public,Urban,Yes,Yes,Low,High,2719,21,Female,Medium,Primary,2,8.0,1.6,4.85,0.08264462809917356
164,27,89,3,11.4,Public,Urban,No,No,Low,Medium,2720,21,Male,Medium,Tertiary,1,6.074074074074074,1.7999999999999998,4.45,0.08064516129032258
163,6,82,3,14.4,Public,Rural,Yes,Yes,High,Low,2721,21,Female,Medium,Secondary,1,27.166666666666668,2.1999999999999997,6.1,0.06493506493506493
122,7,97,2,14.7,Private,Rural,No,Yes,Low,Medium,2722,18,Female,Medium,Primary,1,17.428571428571427,1.6,4.85,0.06369426751592357
176,31,95,1,6.4,Private,Rural,No,No,Low,Low,2723,22,Female,Low,Tertiary,4,5.67741935483871,0.6,4.75,0.13513513513513511
186,25,84,3,18.9,Public,Urban,Yes,No,Medium,Medium,2724,19,Male,High,Tertiary,3,7.44,1.7999999999999998,5.2,0.05025125628140704
220,18,94,3,9.9,Public,Rural,Yes,No,High,High,2725,19,Male,Medium,Secondary,1,12.222222222222221,1.7999999999999998,6.7,0.09174311926605504
122,26,77,2,12.2,Public,Urban,Yes,No,Low,Low,2726,21,Male,Medium,Secondary,4,4.6923076923076925,1.2,4.85,0.07575757575757576
143,28,83,4,7.3,Public,Rural,No,Yes,Medium,Medium,2727,21,Male,Medium,Secondary,3,5.107142857142857,2.8,4.15,0.12048192771084336
246,28,85,1,16.5,Public,Rural,No,Yes,Medium,Low,2728,17,Male,Medium,Secondary,2,8.785714285714286,1.0,4.25,0.05714285714285714
291,21,99,4,8.7,Private,Rural,Yes,Yes,High,High,2729,17,Male,Medium,Primary,2,13.857142857142858,2.8,6.95,0.10309278350515465
147,14,96,3,8.5,Private,Urban,Yes,Yes,High,Low,2730,17,Female,High,Secondary,1,10.5,2.1999999999999997,6.8,0.10526315789473684
105,16,88,3,20.0,Public,Rural,No,Yes,Low,Medium,2731,22,Male,Low,Primary,1,6.5625,2.1999999999999997,4.4,0.047619047619047616
156,16,92,3,15.7,Public,Rural,Yes,Yes,Medium,Low,2732,22,Male,Low,Tertiary,1,9.75,2.1999999999999997,5.6,0.059880239520958084
189,29,94,3,10.3,Private,Urban,No,No,Medium,High,2733,22,Female,Medium,Secondary,2,6.517241379310345,1.7999999999999998,4.7,0.08849557522123894
144,3,88,3,7.7,Private,Urban,No,Yes,High,Low,2734,18,Female,Medium,Secondary,1,48.0,2.1999999999999997,5.4,0.1149425287356322
186,7,74,2,8.9,Public,Urban,Yes,Yes,Low,Medium,2735,21,Male,Low,Secondary,1,26.571428571428573,1.6,4.7,0.10101010101010101
191,23,100,3,6.9,Public,Urban,Yes,Yes,Low,Low,2736,22,Female,Medium,Secondary,2,8.304347826086957,2.1999999999999997,6.0,0.12658227848101264
140,12,99,2,15.9,Public,Urban,Yes,Yes,Low,Medium,2737,17,Female,Low,Secondary,1,11.666666666666666,1.6,5.95,0.0591715976331361
249,20,87,2,17.3,Private,Urban,Yes,Yes,High,Medium,2738,18,Female,Low,Primary,3,12.45,1.6,6.35,0.0546448087431694
