JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,School_Type,School_Location,Extra_Tutorials,Access_To_Learning_Materials,Parent_Involvement,IT_Knowledge,Student_ID,Age,Gender,Socioeconomic_Status,Parent_Education_Level,Assignments_Completed,Study_Efficiency,School_Quality_Index,Engagement_Level,Distance_Barrier
131,15,76,4,8.2,Public,Urban,No,Yes,Medium,Low,115,17,Male,Medium,Tertiary,1,8.733333333333333,2.8,3.8,0.10869565217391305
157,13,82,5,3.2,Public,Urban,Yes,No,Low,Low,4037,21,Female,Low,Secondary,1,12.076923076923077,3.0,5.1,0.23809523809523808
183,32,76,1,11.6,Public,Urban,Yes,Yes,Medium,High,4871,17,Female,Medium,Primary,5,5.71875,1.0,4.8,0.07936507936507936
147,15,56,2,6.7,Public,Urban,No,Yes,Medium,Medium,1289,17,Female,Medium,Secondary,1,9.8,1.6,2.8,0.12987012987012986
245,28,84,4,0.0,Private,Urban,Yes,No,High,Medium,3641,19,Female,Medium,,1,8.75,2.4,6.2,1.0
162,14,91,4,16.5,Public,Urban,No,No,High,Low,508,15,Male,Low,,1,11.571428571428571,2.4,5.55,0.05714285714285714
148,24,85,4,7.3,Public,Rural,No,Yes,Medium,Low,318,17,Male,Low,,1,6.166666666666667,2.8,4.25,0.12048192771084336
165,30,84,1,0.3,Private,Rural,Yes,Yes,Medium,High,1306,22,Male,Medium,Tertiary,2,5.5,1.0,5.2,0.7692307692307692
126,14,93,3,8.5,Public,Rural,No,No,Medium,Low,4476,16,Female,Medium,Secondary,1,9.0,1.7999999999999998,4.65,0.10526315789473684
102,20,85,4,5.9,Private,Rural,Yes,No,Medium,High,3633,22,Female,Low,Primary,2,5.1,2.4,5.25,0.14492753623188406
184,18,79,2,9.6,Public,Urban,No,Yes,Medium,Medium,3102,15,Male,Low,Tertiary,2,10.222222222222221,1.6,3.95,0.09433962264150944
161,9,81,2,19.6,Public,Rural,Yes,Yes,High,Low,3228,18,Male,Low,Secondary,1,17.88888888888889,1.6,6.05,0.04854368932038835
367,35,100,3,15.1,Private,Urban,Yes,Yes,Low,High,1587,18,Female,High,Secondary,4,10.485714285714286,2.1999999999999997,6.0,0.06211180124223602
162,26,90,2,13.3,Private,Rural,No,Yes,High,High,2195,16,Male,High,,1,6.230769230769231,1.6,5.5,0.06993006993006992
169,18,67,3,9.1,Private,Urban,Yes,Yes,High,Medium,3309,18,Male,High,Secondary,1,9.38888888888889,2.1999999999999997,5.35,0.09900990099009901
274,19,87,5,14.5,Public,Rural,Yes,Yes,Medium,Low,750,22,Male,High,Secondary,1,14.421052631578947,3.4,5.35,0.06451612903225806
150,11,74,1,13.8,Public,Rural,Yes,Yes,Medium,Low,4581,20,Female,Low,,1,13.636363636363637,1.0,4.7,0.06756756756756756
110,3,85,1,4.0,Public,Rural,Yes,Yes,Medium,Medium,3354,16,Male,Medium,Secondary,2,36.666666666666664,1.0,5.25,0.2
136,0,100,3,6.4,Public,Rural,Yes,Yes,Low,Low,2259,18,Female,Medium,Secondary,1,1360.0,2.1999999999999997,6.0,0.13513513513513511
132,12,95,3,9.5,Public,Urban,No,Yes,High,Medium,4237,22,Male,Medium,Secondary,1,11.0,2.1999999999999997,5.75,0.09523809523809523
179,24,84,2,15.6,Public,Rural,No,Yes,Low,High,1026,19,Female,Medium,Secondary,1,7.458333333333333,1.6,4.2,0.06024096385542168
162,23,98,1,5.0,Public,Rural,No,No,High,High,4903,22,Female,Medium,Tertiary,3,7.043478260869565,0.6,5.9,0.16666666666666666
150,8,79,4,2.4,Public,Rural,No,No,Low,Low,1795,18,Male,Low,Primary,1,18.75,2.4,3.95,0.29411764705882354
100,6,81,3,7.3,Public,Rural,No,Yes,Medium,Low,4378,17,Male,Low,Primary,1,16.666666666666668,2.1999999999999997,4.05,0.12048192771084336
206,30,83,2,0.3,Private,Rural,Yes,No,High,High,247,17,Female,Medium,Primary,3,6.866666666666666,1.2,6.15,0.7692307692307692
111,11,77,1,9.5,Public,Rural,Yes,Yes,Low,Medium,3070,19,Female,Medium,Primary,1,10.090909090909092,1.0,4.85,0.09523809523809523
148,31,94,2,6.8,Public,Rural,Yes,Yes,Low,Medium,2143,19,Female,Medium,Primary,3,4.774193548387097,1.6,5.7,0.12820512820512822
126,4,93,3,11.5,Public,Urban,Yes,Yes,High,Low,461,20,Female,Low,Primary,1,31.5,2.1999999999999997,6.65,0.08
242,36,93,4,17.6,Private,Urban,No,Yes,Medium,Medium,850,18,Female,Medium,Secondary,4,6.722222222222222,2.8,4.65,0.05376344086021505
150,40,85,3,7.8,Public,Rural,Yes,No,High,Medium,1383,19,Female,Low,,3,3.75,1.7999999999999998,6.25,0.11363636363636363
127,6,95,1,12.9,Public,Rural,Yes,No,Medium,High,1097,18,Male,Medium,Secondary,1,21.166666666666668,0.6,5.75,0.07194244604316546
115,5,93,2,16.2,Private,Rural,No,Yes,Medium,Medium,4637,15,Female,Low,,1,23.0,1.6,4.65,0.05813953488372093
220,20,76,2,17.7,Public,Rural,Yes,Yes,Medium,Low,616,17,Female,Medium,Secondary,1,11.0,1.6,4.8,0.053475935828877004
180,19,79,3,10.1,Public,Urban,Yes,Yes,High,High,608,19,Male,High,Tertiary,3,9.473684210526315,2.1999999999999997,5.95,0.0900900900900901
291,21,99,4,8.7,Private,Rural,Yes,Yes,High,High,2729,17,Male,Medium,Primary,2,13.857142857142858,2.8,6.95,0.10309278350515465
206,11,95,2,2.2,Public,Urban,No,Yes,Medium,High,2608,15,Female,High,Tertiary,1,18.727272727272727,1.6,4.75,0.3125
101,25,69,1,16.8,Public,Rural,No,Yes,Low,Low,1431,15,Female,Low,,3,4.04,1.0,3.45,0.056179775280898875
195,32,75,3,6.7,Public,Urban,No,No,High,Medium,720,22,Male,Medium,Primary,3,6.09375,1.7999999999999998,4.75,0.12987012987012986
113,20,83,2,2.4,Public,Urban,No,Yes,Medium,Medium,1353,21,Male,Low,,3,5.65,1.6,4.15,0.29411764705882354
108,13,82,3,18.9,Private,Urban,Yes,Yes,Medium,Medium,2450,17,Male,Low,Primary,1,8.307692307692308,2.1999999999999997,5.1,0.05025125628140704
179,2,78,3,3.3,Public,Rural,Yes,Yes,Low,Medium,1831,17,Female,Low,Secondary,1,89.5,2.1999999999999997,4.9,0.23255813953488372
112,16,85,1,10.1,Private,Rural,Yes,No,Medium,Medium,1843,22,Male,Low,Secondary,2,7.0,0.6,5.25,0.0900900900900901
116,17,93,2,4.5,Public,Urban,Yes,No,Low,Low,132,21,Male,Low,Secondary,1,6.823529411764706,1.2,5.65,0.18181818181818182
159,21,88,5,20.0,Public,Rural,Yes,No,High,Low,1643,15,Male,Medium,Primary,3,7.571428571428571,3.0,6.4,0.047619047619047616
107,9,68,1,10.2,Public,Rural,Yes,No,Low,Low,1089,20,Female,High,Tertiary,1,11.88888888888889,0.6,4.4,0.08928571428571429
239,34,99,2,2.9,Private,Urban,Yes,Yes,Low,Medium,561,19,Male,Low,,2,7.029411764705882,1.6,5.95,0.25641025641025644
177,11,89,1,7.6,Public,Urban,Yes,No,Medium,High,2678,19,Male,Low,,1,16.09090909090909,0.6,5.45,0.11627906976744186
219,38,88,3,18.4,Public,Urban,Yes,Yes,Medium,High,3475,22,Female,Medium,Primary,3,5.7631578947368425,2.1999999999999997,5.4,0.051546391752577324
212,21,76,3,12.2,Public,Rural,Yes,No,Low,Low,4363,20,Male,Low,,1,10.095238095238095,1.7999999999999998,4.8,0.07575757575757576
275,24,92,2,0.2,Public,Rural,Yes,Yes,Low,High,4093,20,Female,High,Tertiary,2,11.458333333333334,1.6,5.6,0.8333333333333334
115,11,74,1,11.5,Public,Rural,No,Yes,Medium,Low,3969,20,Female,Low,Primary,1,10.454545454545455,1.0,3.7,0.08
249,28,87,3,15.7,Private,Rural,Yes,Yes,Low,High,4338,16,Female,High,Tertiary,2,8.892857142857142,2.1999999999999997,5.35,0.059880239520958084
167,20,94,3,15.4,Public,Urban,No,Yes,High,Low,470,16,Male,Low,Primary,1,8.35,2.1999999999999997,5.7,0.06097560975609757
214,17,84,2,3.2,Public,Rural,No,Yes,Low,Low,494,18,Male,Low,Tertiary,2,12.588235294117647,1.6,4.2,0.23809523809523808
184,13,82,2,9.2,Public,Urban,Yes,Yes,Low,High,1934,21,Female,Medium,Primary,1,14.153846153846153,1.6,5.1,0.09803921568627452
123,19,72,3,10.2,Public,Urban,Yes,Yes,Medium,Medium,3118,18,Female,High,Tertiary,2,6.473684210526316,2.1999999999999997,4.6,0.08928571428571429
145,21,82,4,16.9,Private,Urban,No,Yes,High,Low,147,15,Female,High,Secondary,2,6.904761904761905,2.8,5.1,0.0558659217877095
136,27,88,4,5.4,Public,Urban,No,Yes,Medium,Medium,810,18,Female,Low,,4,5.037037037037037,2.8,4.4,0.15625
113,12,66,3,8.4,Private,Rural,No,Yes,Medium,Medium,4933,18,Male,Low,Secondary,1,9.416666666666666,2.1999999999999997,3.3,0.10638297872340426
102,7,82,2,14.9,Public,Rural,Yes,No,Medium,Medium,4869,21,Female,Low,Secondary,1,14.571428571428571,1.2,5.1,0.06289308176100629
104,9,100,1,17.0,Public,Urban,Yes,Yes,High,Medium,681,19,Male,Medium,Secondary,1,11.555555555555555,1.0,7.0,0.05555555555555555
115,12,91,2,7.2,Private,Rural,Yes,Yes,Low,Low,994,19,Female,Medium,Secondary,2,9.583333333333334,1.6,5.55,0.12195121951219513
118,3,93,3,14.7,Public,Rural,No,Yes,Medium,Low,903,21,Female,Medium,Secondary,1,39.333333333333336,2.1999999999999997,4.65,0.06369426751592357
124,19,92,1,9.2,Private,Rural,No,Yes,Medium,Medium,562,16,Male,Low,,2,6.526315789473684,1.0,4.6,0.09803921568627452
141,29,94,2,8.5,Private,Rural,Yes,Yes,High,Medium,4123,20,Female,Low,Primary,1,4.862068965517241,1.6,6.7,0.10526315789473684
179,13,83,5,10.8,Public,Rural,Yes,No,High,High,2362,18,Female,Medium,Primary,3,13.76923076923077,3.0,6.15,0.0847457627118644
272,32,96,4,13.7,Public,Urban,No,No,High,Low,4304,18,Male,High,Tertiary,2,8.5,2.4,5.8,0.06802721088435375
230,34,88,3,9.3,Public,Urban,Yes,No,Medium,Medium,4462,17,Male,High,,4,6.764705882352941,1.7999999999999998,5.4,0.0970873786407767
233,38,79,3,11.1,Private,Urban,No,No,Low,High,4557,16,Male,Medium,Primary,4,6.131578947368421,1.7999999999999998,3.95,0.08264462809917356
147,19,83,3,0.8,Private,Rural,No,Yes,Medium,Medium,4156,17,Female,High,Secondary,2,7.7368421052631575,2.1999999999999997,4.15,0.5555555555555556
122,16,58,3,8.7,Public,Rural,No,Yes,Medium,Low,4874,19,Male,Medium,Secondary,1,7.625,2.1999999999999997,2.9,0.10309278350515465
186,16,72,2,16.6,Private,Urban,No,Yes,Low,Medium,2713,22,Male,Medium,Secondary,2,11.625,1.6,3.6,0.056818181818181816
220,15,79,2,3.6,Public,Urban,No,No,Low,Low,4183,16,Male,Medium,Secondary,1,14.666666666666666,1.2,3.95,0.2173913043478261
219,26,82,1,5.2,Public,Urban,Yes,Yes,High,High,2552,22,Female,High,Tertiary,2,8.423076923076923,1.0,6.1,0.16129032258064516
175,29,84,4,9.8,Public,Rural,Yes,Yes,Medium,High,679,22,Male,Medium,Secondary,2,6.0344827586206895,2.8,5.2,0.09259259259259259
106,18,77,2,7.6,Public,Urban,No,Yes,Medium,Medium,18,22,Female,Low,Primary,1,5.888888888888889,1.6,3.85,0.11627906976744186
258,20,100,1,15.3,Public,Urban,Yes,No,Medium,High,4216,15,Female,High,Tertiary,2,12.9,0.6,6.0,0.06134969325153374
131,2,91,1,5.0,Private,Rural,No,No,Low,High,2245,17,Male,High,Tertiary,1,65.5,0.6,4.55,0.16666666666666666
248,28,93,5,0.5,Private,Urban,Yes,Yes,Medium,Medium,3001,21,Male,Medium,Secondary,2,8.857142857142858,3.4,5.65,0.6666666666666666
113,24,90,2,10.7,Public,Urban,Yes,No,High,Medium,1845,16,Male,Medium,Primary,2,4.708333333333333,1.2,6.5,0.08547008547008547
127,11,83,2,10.2,Private,Urban,Yes,Yes,Medium,Low,3884,15,Male,Low,,1,11.545454545454545,1.6,5.15,0.08928571428571429
163,24,78,1,12.9,Public,Rural,Yes,Yes,Medium,Medium,2436,16,Male,Low,Primary,3,6.791666666666667,1.0,4.9,0.07194244604316546
216,21,88,2,4.0,Public,Urban,Yes,Yes,High,Low,350,22,Female,Low,Primary,2,10.285714285714286,1.6,6.4,0.2
165,6,78,3,10.9,Public,Urban,Yes,Yes,High,Medium,1548,20,Female,Medium,Secondary,1,27.5,2.1999999999999997,5.9,0.08403361344537814
162,20,85,1,10.9,Public,Urban,Yes,Yes,Low,High,3789,16,Female,Low,,2,8.1,1.0,5.25,0.08403361344537814
167,16,90,4,4.5,Public,Rural,No,Yes,Medium,High,2260,17,Male,Low,Secondary,2,10.4375,2.8,4.5,0.18181818181818182
161,19,95,1,8.7,Public,Urban,No,No,Low,Low,2852,20,Female,Medium,Secondary,1,8.473684210526315,0.6,4.75,0.10309278350515465
240,25,91,3,2.0,Private,Urban,Yes,Yes,Low,Medium,4182,17,Female,Medium,Tertiary,2,9.6,2.1999999999999997,5.55,0.3333333333333333
178,20,92,4,17.1,Private,Urban,No,Yes,Medium,High,4329,18,Male,Low,Secondary,1,8.9,2.8,4.6,0.055248618784530384
172,19,82,3,7.3,Public,Urban,Yes,No,Medium,High,2752,15,Male,High,Secondary,2,9.052631578947368,1.7999999999999998,5.1,0.12048192771084336
108,17,83,1,6.0,Public,Rural,Yes,Yes,Medium,Medium,3051,21,Female,High,,1,6.352941176470588,1.0,5.15,0.14285714285714285
104,14,52,1,11.6,Public,Urban,No,Yes,Medium,Low,4951,20,Male,Medium,Primary,1,7.428571428571429,1.0,2.6,0.07936507936507936
197,40,85,4,9.5,Public,Rural,No,Yes,Low,Medium,3830,22,Male,High,Tertiary,4,4.925,2.8,4.25,0.09523809523809523
234,37,86,3,9.6,Private,Urban,No,Yes,Medium,High,1054,16,Male,High,,3,6.324324324324325,2.1999999999999997,4.3,0.09433962264150944
128,7,83,2,8.6,Public,Urban,No,No,Medium,Medium,928,21,Male,Low,Primary,1,18.285714285714285,1.2,4.15,0.10416666666666667
161,17,94,3,16.1,Public,Rural,Yes,Yes,Low,High,1445,21,Male,Medium,Primary,2,9.470588235294118,2.1999999999999997,5.7,0.05847953216374269
179,19,88,3,20.0,Public,Urban,No,No,Medium,Low,2593,16,Male,Low,Secondary,1,9.421052631578947,1.7999999999999998,4.4,0.047619047619047616
150,17,77,3,4.0,Public,Urban,No,No,Medium,Low,4716,19,Female,Medium,Tertiary,1,8.823529411764707,1.7999999999999998,3.85,0.2
172,15,94,2,2.4,Public,Rural,Yes,Yes,Low,High,3983,22,Male,High,Tertiary,1,11.466666666666667,1.6,5.7,0.29411764705882354
206,17,87,4,3.4,Public,Urban,No,No,Low,Medium,1651,17,Male,High,Tertiary,1,12.117647058823529,2.4,4.35,0.22727272727272727
190,20,87,2,11.2,Public,Urban,No,Yes,High,High,1337,20,Female,High,Tertiary,2,9.5,1.6,5.35,0.0819672131147541
277,19,80,5,8.0,Public,Rural,No,Yes,High,High,3642,16,Female,Low,,1,14.578947368421053,3.4,5.0,0.1111111111111111
121,23,96,2,3.8,Public,Rural,Yes,No,High,Low,173,16,Female,Medium,Secondary,4,5.260869565217392,1.2,6.8,0.20833333333333334
135,19,94,4,19.2,Public,Urban,No,Yes,Medium,Medium,1720,20,Female,High,Tertiary,3,7.105263157894737,2.8,4.7,0.04950495049504951
190,29,83,3,11.0,Public,Urban,Yes,Yes,Medium,High,4534,22,Female,Low,Secondary,5,6.551724137931035,2.1999999999999997,5.15,0.08333333333333333
224,23,91,2,14.7,Public,Urban,Yes,Yes,Medium,High,2493,19,Female,High,Primary,2,9.73913043478261,1.6,5.55,0.06369426751592357
212,30,78,2,17.6,Private,Urban,No,No,Medium,Low,3541,20,Female,Medium,Secondary,2,7.066666666666666,1.2,3.9,0.05376344086021505
182,33,94,4,15.6,Public,Urban,Yes,Yes,Low,Medium,4385,17,Female,Medium,Secondary,3,5.515151515151516,2.8,5.7,0.06024096385542168
172,23,96,2,11.5,Public,Urban,Yes,Yes,Low,Medium,2553,18,Male,Medium,Tertiary,3,7.478260869565218,1.6,5.8,0.08
144,3,55,2,8.8,Public,Urban,Yes,Yes,Medium,High,4241,22,Male,Medium,Primary,1,48.0,1.6,3.75,0.1020408163265306
223,10,86,4,6.5,Public,Rural,No,Yes,Medium,High,2476,15,Female,Medium,Secondary,1,22.3,2.8,4.3,0.13333333333333333
121,6,86,1,18.0,Public,Urban,No,No,High,Low,2863,22,Female,Low,,1,20.166666666666668,0.6,5.3,0.05263157894736842
267,30,87,5,12.9,Public,Rural,Yes,No,Medium,Low,30,17,Male,High,Tertiary,2,8.9,3.0,5.35,0.07194244604316546
209,33,84,2,1.7,Public,Urban,No,Yes,Low,High,604,20,Male,Low,Primary,3,6.333333333333333,1.6,4.2,0.37037037037037035
232,25,95,1,0.0,Private,Urban,Yes,Yes,High,Low,4227,18,Male,High,Secondary,2,9.28,1.0,6.75,1.0
192,28,87,2,11.3,Private,Urban,No,Yes,High,Low,3100,15,Female,Medium,Secondary,3,6.857142857142857,1.6,5.35,0.08130081300813008
107,12,81,2,9.7,Public,Urban,No,Yes,Low,Low,394,18,Male,Low,Primary,2,8.916666666666666,1.6,4.05,0.09345794392523366
127,15,88,1,16.0,Public,Rural,No,No,Medium,High,3576,15,Male,Low,,1,8.466666666666667,0.6,4.4,0.058823529411764705
149,32,84,3,8.0,Private,Rural,Yes,Yes,Medium,High,3594,19,Male,High,Tertiary,1,4.65625,2.1999999999999997,5.2,0.1111111111111111
198,14,87,3,7.1,Public,Urban,Yes,No,Low,Low,2793,20,Male,Low,Tertiary,1,14.142857142857142,1.7999999999999998,5.35,0.1234567901234568
198,23,70,2,10.1,Public,Urban,No,No,High,High,3885,21,Female,High,Tertiary,3,8.608695652173912,1.2,4.5,0.0900900900900901
130,27,75,3,14.1,Public,Urban,Yes,No,Medium,High,3401,15,Male,High,Secondary,1,4.814814814814815,1.7999999999999998,4.75,0.06622516556291391
203,15,81,3,9.4,Public,Rural,No,Yes,High,High,4524,19,Female,Low,,1,13.533333333333333,2.1999999999999997,5.05,0.09615384615384615
121,11,82,2,8.4,Public,Rural,Yes,No,Low,Medium,4249,17,Male,High,Tertiary,1,11.0,1.2,5.1,0.10638297872340426
152,28,100,2,11.3,Private,Urban,No,No,Medium,High,3747,18,Male,Low,,2,5.428571428571429,1.2,5.0,0.08130081300813008
239,17,97,4,2.6,Private,Urban,No,No,Low,Low,4390,22,Female,Medium,Tertiary,2,14.058823529411764,2.4,4.85,0.2777777777777778
147,6,73,3,11.9,Public,Urban,Yes,Yes,Medium,Medium,3816,19,Male,Medium,Tertiary,1,24.5,2.1999999999999997,4.65,0.07751937984496124
111,28,71,1,12.0,Public,Urban,No,Yes,High,Low,2480,20,Male,Low,Secondary,1,3.9642857142857144,1.0,4.55,0.07692307692307693
151,33,91,2,4.0,Public,Urban,No,Yes,Medium,Low,2431,18,Female,Medium,Secondary,1,4.575757575757576,1.6,4.55,0.2
100,14,85,2,15.6,Public,Urban,No,Yes,High,Medium,1325,17,Male,Medium,Primary,1,7.142857142857143,1.6,5.25,0.06024096385542168
231,17,83,2,1.8,Public,Rural,No,Yes,High,Low,1131,18,Male,Medium,Secondary,1,13.588235294117647,1.6,5.15,0.35714285714285715
203,15,82,5,18.4,Public,Urban,Yes,Yes,High,Medium,4848,15,Male,High,Primary,1,13.533333333333333,3.4,6.1,0.051546391752577324
192,27,84,3,9.9,Public,Urban,Yes,Yes,Low,Medium,2661,20,Male,Low,Primary,2,7.111111111111111,2.1999999999999997,5.2,0.09174311926605504
176,32,72,2,10.8,Public,Rural,Yes,Yes,Medium,Medium,422,16,Male,High,Tertiary,1,5.5,1.6,4.6,0.0847457627118644
239,17,80,3,20.0,Public,Urban,No,No,Low,Low,2926,15,Male,Medium,Primary,1,14.058823529411764,1.7999999999999998,4.0,0.047619047619047616
184,17,88,4,19.2,Public,Urban,Yes,No,Medium,Medium,4017,15,Female,Low,Primary,1,10.823529411764707,2.4,5.4,0.04950495049504951
237,37,100,2,2.5,Public,Rural,No,Yes,Low,Low,2332,19,Female,Medium,Tertiary,3,6.405405405405405,1.6,5.0,0.2857142857142857
172,22,90,2,5.7,Public,Urban,No,Yes,High,Medium,4445,21,Male,Low,,3,7.818181818181818,1.6,5.5,0.14925373134328357
181,21,73,5,16.1,Public,Urban,Yes,No,High,High,3795,15,Female,Medium,Primary,2,8.619047619047619,3.0,5.65,0.05847953216374269
202,12,95,2,1.2,Public,Rural,No,Yes,Medium,High,2197,18,Male,High,Tertiary,1,16.833333333333332,1.6,4.75,0.45454545454545453
186,25,82,3,3.9,Public,Rural,Yes,Yes,Low,High,4056,16,Female,Medium,Tertiary,2,7.44,2.1999999999999997,5.1,0.2040816326530612
159,11,77,2,11.8,Public,Urban,No,Yes,Low,Low,23,20,Male,Medium,Primary,1,14.454545454545455,1.6,3.85,0.078125
243,39,77,4,9.8,Private,Rural,Yes,Yes,High,High,3536,16,Female,Medium,Secondary,2,6.230769230769231,2.8,5.85,0.09259259259259259
200,31,79,3,13.4,Public,Urban,No,Yes,High,Low,2538,17,Male,High,Secondary,2,6.451612903225806,2.1999999999999997,4.95,0.06944444444444445
267,30,98,2,4.8,Public,Rural,No,Yes,Medium,Medium,1224,15,Male,Medium,Secondary,3,8.9,1.6,4.9,0.1724137931034483
137,29,93,3,12.4,Public,Urban,No,Yes,Low,Low,3055,15,Female,Medium,Tertiary,4,4.724137931034483,2.1999999999999997,4.65,0.07462686567164178
118,18,95,2,19.0,Public,Urban,No,Yes,Low,Medium,4942,15,Male,Low,Secondary,2,6.555555555555555,1.6,4.75,0.05
196,11,91,3,3.9,Public,Urban,Yes,Yes,Low,Medium,417,21,Male,High,Tertiary,1,17.818181818181817,2.1999999999999997,5.55,0.2040816326530612
214,11,99,2,8.1,Private,Urban,No,No,Low,High,2336,19,Male,Low,Tertiary,2,19.454545454545453,1.2,4.95,0.10989010989010989
156,39,97,3,11.1,Private,Rural,No,No,Low,Medium,2171,21,Female,Medium,Secondary,3,4.0,1.7999999999999998,4.85,0.08264462809917356
246,28,85,1,16.5,Public,Rural,No,Yes,Medium,Low,2728,17,Male,Medium,Secondary,2,8.785714285714286,1.0,4.25,0.05714285714285714
105,4,83,3,13.3,Public,Rural,Yes,No,Low,Low,408,17,Male,Low,Secondary,1,26.25,1.7999999999999998,5.15,0.06993006993006992
192,40,77,3,6.9,Public,Urban,No,No,Low,Medium,124,16,Male,High,Primary,4,4.8,1.7999999999999998,3.85,0.12658227848101264
188,30,78,3,15.0,Public,Rural,Yes,Yes,Low,Medium,1214,17,Male,Medium,Tertiary,3,6.266666666666667,2.1999999999999997,4.9,0.0625
202,10,72,2,19.6,Public,Rural,Yes,No,Low,Low,3049,16,Male,Low,Primary,1,20.2,1.2,4.6,0.04854368932038835
241,20,88,2,9.2,Private,Urban,No,Yes,Medium,Low,4428,22,Male,Medium,Tertiary,2,12.05,1.6,4.4,0.09803921568627452
165,17,76,2,0.0,Public,Rural,No,No,Low,Low,1841,18,Male,High,Secondary,2,9.705882352941176,1.2,3.8,1.0
178,11,77,2,13.7,Public,Rural,Yes,Yes,Low,Medium,3464,16,Female,Low,Primary,1,16.181818181818183,1.6,4.85,0.06802721088435375
112,5,78,2,12.0,Public,Urban,Yes,Yes,Low,High,2444,19,Male,Low,,1,22.4,1.6,4.9,0.07692307692307693
149,17,90,1,14.4,Public,Urban,No,No,Low,Medium,794,21,Female,Low,Secondary,2,8.764705882352942,0.6,4.5,0.06493506493506493
218,34,100,1,14.4,Private,Urban,No,No,Low,High,4221,15,Female,Medium,Secondary,3,6.411764705882353,0.6,5.0,0.06493506493506493
181,34,78,2,11.9,Private,Rural,No,Yes,Low,Low,308,15,Female,Low,,2,5.323529411764706,1.6,3.9,0.07751937984496124
223,17,90,3,8.5,Public,Urban,No,No,Low,Medium,163,16,Female,Low,Primary,1,13.117647058823529,1.7999999999999998,4.5,0.10526315789473684
239,14,93,2,18.9,Public,Urban,No,Yes,Medium,Low,1414,16,Male,High,Secondary,1,17.071428571428573,1.6,4.65,0.05025125628140704
249,11,99,3,14.8,Public,Rural,No,Yes,Low,Low,4960,21,Female,High,Tertiary,1,22.636363636363637,2.1999999999999997,4.95,0.06329113924050632
194,22,89,3,10.7,Public,Rural,No,Yes,Medium,Low,2192,18,Male,Low,Tertiary,3,8.818181818181818,2.1999999999999997,4.45,0.08547008547008547
143,16,79,3,13.3,Private,Rural,Yes,Yes,Medium,Low,2672,20,Male,Low,Primary,1,8.9375,2.1999999999999997,4.95,0.06993006993006992
157,21,78,2,12.5,Public,Rural,Yes,Yes,High,Medium,2454,21,Female,Low,,1,7.476190476190476,1.6,5.9,0.07407407407407407
156,9,86,1,2.8,Public,Urban,No,Yes,Medium,Low,4248,22,Female,High,Secondary,2,17.333333333333332,1.0,4.3,0.2631578947368421
105,12,82,3,8.4,Public,Rural,Yes,No,Medium,Medium,1690,18,Male,High,Secondary,1,8.75,1.7999999999999998,5.1,0.10638297872340426
101,29,77,2,3.9,Private,Rural,Yes,No,Medium,Medium,27,21,Female,Medium,Tertiary,3,3.4827586206896552,1.2,4.85,0.2040816326530612
232,17,75,2,11.1,Public,Rural,No,Yes,Medium,High,4095,18,Female,Medium,Secondary,1,13.647058823529411,1.6,3.75,0.08264462809917356
124,26,90,1,9.5,Public,Urban,No,Yes,Medium,Medium,1300,16,Female,Low,Primary,1,4.769230769230769,1.0,4.5,0.09523809523809523
199,34,88,4,19.6,Private,Urban,Yes,Yes,Medium,High,3731,20,Male,Low,,4,5.852941176470588,2.8,5.4,0.04854368932038835
203,30,83,2,16.6,Public,Urban,Yes,Yes,Medium,Low,1175,16,Female,High,Secondary,2,6.766666666666667,1.6,5.15,0.056818181818181816
234,31,89,3,5.0,Public,Rural,No,Yes,High,High,2352,17,Male,Low,Secondary,2,7.548387096774194,2.1999999999999997,5.45,0.16666666666666666
280,32,75,2,8.9,Public,Urban,Yes,Yes,Low,Medium,3990,21,Female,Medium,Secondary,2,8.75,1.6,4.75,0.10101010101010101
156,24,87,2,13.9,Private,Urban,No,Yes,High,Medium,2139,15,Female,High,Tertiary,2,6.5,1.6,5.35,0.06711409395973154
151,23,75,3,5.3,Public,Urban,No,Yes,Low,Medium,1051,18,Male,Medium,Tertiary,2,6.565217391304348,2.1999999999999997,3.75,0.15873015873015872
218,25,92,2,10.8,Private,Urban,Yes,Yes,Low,Low,4506,22,Female,High,Tertiary,2,8.72,1.6,5.6,0.0847457627118644
138,7,79,2,20.0,Public,Urban,Yes,No,Medium,Medium,3667,22,Male,High,Secondary,1,19.714285714285715,1.2,4.95,0.047619047619047616
214,25,78,3,7.0,Public,Urban,Yes,Yes,Medium,Low,2932,21,Male,Medium,,2,8.56,2.1999999999999997,4.9,0.125
231,34,79,4,6.0,Public,Urban,Yes,Yes,High,Medium,2381,19,Male,Low,Primary,2,6.794117647058823,2.8,5.95,0.14285714285714285
233,15,95,3,6.6,Private,Rural,No,Yes,High,Medium,2886,15,Male,Medium,,2,15.533333333333333,2.1999999999999997,5.75,0.13157894736842105
197,5,82,1,3.0,Public,Urban,Yes,No,Low,Medium,1150,20,Male,Low,Primary,1,39.4,0.6,5.1,0.25
100,9,79,2,7.3,Public,Urban,No,Yes,Low,Medium,1940,18,Female,Low,Secondary,1,11.11111111111111,1.6,3.95,0.12048192771084336
238,32,97,3,3.7,Public,Rural,No,Yes,High,High,1000,19,Male,Medium,Primary,2,7.4375,2.1999999999999997,5.85,0.2127659574468085
